1 11478	0.0204081632653061
1 11480	0.224489795918367
100 5592	0.408163265306122
10000 14705	0.612244897959184
10000 14706	0.0408163265306122
10000 14707	0.102040816326531
10000 14708	0.204081632653061
10000 14710	0.102040816326531
10001 2841	0.285714285714286
10001 2842	0.183673469387755
10001 2843	0.428571428571429
10002 10391	0.469387755102041
10003 12144	0.408163265306122
10004 4199	0.510204081632653
10005 1146	0.0204081632653061
10005 1147	0.591836734693878
10005 1148	0.36734693877551
10005 1149	0.142857142857143
10005 1151	0.0204081632653061
10005 1152	0.0204081632653061
10006 292	0.142857142857143
10006 293	0.63265306122449
10006 294	0.0408163265306122
10006 295	0.0612244897959184
10006 297	0.0204081632653061
10006 298	0.285714285714286
10006 299	0.0816326530612245
10006 300	0.142857142857143
10006 301	0.163265306122449
10007 6268	0.448979591836735
10007 6269	0.122448979591837
10007 6270	0.571428571428571
10008 13846	0.387755102040816
10008 13847	0.0204081632653061
10008 13848	0.0204081632653061
10008 13849	0.346938775510204
10008 13850	0.448979591836735
10008 13851	0.0408163265306122
10009 16043	0.36734693877551
10009 16044	0.285714285714286
1001 7328	0.510204081632653
10010 7629	0.469387755102041
10011 20645	0.224489795918367
10011 20646	0.530612244897959
10012 14999	0.489795918367347
10012 15000	0.0204081632653061
10013 6321	0.448979591836735
10013 6323	0.346938775510204
10013 6324	0.102040816326531
10013 6325	0.0612244897959184
10013 6326	0.0204081632653061
10014 2787	0.224489795918367
10014 2788	0.163265306122449
10014 2789	0.408163265306122
10015 19362	0.285714285714286
10015 19363	0.36734693877551
10016 2533	0.795918367346939
10016 2534	0.0816326530612245
10016 2535	0.122448979591837
10016 2536	0.428571428571429
10017 17874	0.26530612244898
10017 17875	0.142857142857143
10017 17876	0.224489795918367
10017 17877	0.469387755102041
10017 17878	0.326530612244898
10018 18874	0.102040816326531
10018 18875	0.183673469387755
10018 18876	0.0408163265306122
10018 18877	0.0816326530612245
10018 18878	0.530612244897959
10018 18879	0.163265306122449
10018 18880	0.0408163265306122
10018 18881	0.326530612244898
10018 18882	0.102040816326531
10019 17905	0.224489795918367
10019 17906	0.102040816326531
10019 17907	0.224489795918367
10019 17908	0.183673469387755
10019 17909	0.693877551020408
1002 11540	0.387755102040816
1002 11541	0.0204081632653061
1002 11542	0.122448979591837
1002 11543	0.551020408163265
10020 20619	0.448979591836735
10021 8946	0.0408163265306122
10021 8947	0.285714285714286
10021 8948	0.163265306122449
10021 8949	0.102040816326531
10021 8950	0.0816326530612245
10021 8951	0.918367346938776
10022 3517	0.326530612244898
10022 3518	0.102040816326531
10023 892	0.102040816326531
10023 893	0.36734693877551
10023 894	0.204081632653061
10024 15660	0.224489795918367
10024 15661	0.102040816326531
10024 15662	0.0204081632653061
10024 15663	0.0408163265306122
10024 15664	0.428571428571429
10024 15665	0.142857142857143
10024 15666	0.163265306122449
10025 153	0.489795918367347
10025 154	0.0816326530612245
10025 155	0.36734693877551
10025 156	0.0204081632653061
10025 157	0.448979591836735
10026 15258	0.0204081632653061
10026 15259	0.0612244897959184
10026 15260	0.122448979591837
10026 15261	0.183673469387755
10026 15262	0.224489795918367
10026 15263	0.755102040816326
10026 15264	0.183673469387755
10026 15265	0.183673469387755
10027 17132	0.102040816326531
10027 17133	0.36734693877551
10027 17134	0.551020408163265
10027 17135	0.204081632653061
10027 17136	0.346938775510204
10028 14048	0.0816326530612245
10028 14049	0.306122448979592
10028 14050	0.0816326530612245
10028 14051	0.285714285714286
1003 9055	0.224489795918367
1003 9057	0.0204081632653061
1003 9058	0.183673469387755
1003 9059	0.0204081632653061
1003 9060	0.306122448979592
1003 9061	0.714285714285714
10030 19806	0.530612244897959
10030 19807	0.469387755102041
10030 19808	0.183673469387755
10031 1380	0.387755102040816
10031 1381	0.122448979591837
10031 1382	0.326530612244898
10031 1383	0.122448979591837
10031 1384	0.102040816326531
10031 1385	0.612244897959184
10032 4182	0.0612244897959184
10032 4183	0.0204081632653061
10032 4184	0.183673469387755
10032 4185	0.346938775510204
10032 4186	0.163265306122449
10032 4187	0.26530612244898
10033 13066	0.224489795918367
10033 13067	0.326530612244898
10034 12421	0.244897959183673
10035 4838	0.26530612244898
10035 4839	0.326530612244898
10036 16666	0.387755102040816
10036 16667	0.102040816326531
10036 16668	0.0816326530612245
10036 16669	0.285714285714286
10037 15157	0.591836734693878
10038 19234	0.0204081632653061
10038 19236	0.122448979591837
10038 19237	0.489795918367347
10038 19238	0.122448979591837
10039 8452	0.142857142857143
10039 8453	0.0816326530612245
10039 8454	0.36734693877551
10039 8455	0.0204081632653061
10039 8456	0.122448979591837
10039 8457	0.0204081632653061
10039 8458	0.142857142857143
10039 8459	0.673469387755102
10040 5492	0.26530612244898
10040 5493	0.102040816326531
10040 5494	0.142857142857143
10040 5495	0.0816326530612245
10040 5496	0.122448979591837
10040 5497	0.63265306122449
10040 5498	0.346938775510204
10041 9102	0.326530612244898
10042 20572	0.36734693877551
10042 20573	0.530612244897959
10042 20574	0.0204081632653061
10043 3300	0.469387755102041
10043 3301	0.306122448979592
10045 10862	0.673469387755102
10045 10863	0.0612244897959184
10045 10864	0.224489795918367
10045 10865	0.408163265306122
10045 10866	0.0816326530612245
10045 10867	0.0816326530612245
10046 11967	0.469387755102041
10046 11968	0.26530612244898
10046 11969	0.163265306122449
10046 11970	0.326530612244898
10046 11971	0.244897959183673
10046 11972	0.0204081632653061
10047 15959	0.0408163265306122
10047 15960	0.530612244897959
10047 15961	0.102040816326531
10047 15962	0.306122448979592
10047 15963	0.0408163265306122
10047 15964	0.26530612244898
10047 15965	0.0816326530612245
10047 15966	0.142857142857143
10047 15967	0.163265306122449
10048 16662	0.26530612244898
10048 16663	0.26530612244898
10048 16664	0.224489795918367
10049 16650	0.244897959183673
1005 17023	0.428571428571429
1005 17024	0.0612244897959184
10050 7938	0.387755102040816
10050 7939	0.285714285714286
10050 7940	0.224489795918367
10051 16272	0.530612244897959
10052 1185	0.0408163265306122
10052 1186	0.816326530612245
10052 1187	0.0612244897959184
10052 1188	0.0816326530612245
10052 1189	0.0612244897959184
10052 1190	0.163265306122449
10052 1191	0.102040816326531
10053 9083	0.142857142857143
10053 9084	0.0408163265306122
10053 9085	0.551020408163265
10053 9087	0.102040816326531
10053 9088	0.510204081632653
10054 255	0.183673469387755
10054 256	0.183673469387755
10054 257	0.408163265306122
10054 258	0.489795918367347
10054 259	0.0816326530612245
10055 3969	0.36734693877551
10055 3970	0.142857142857143
10055 3971	0.0816326530612245
10056 6537	0.387755102040816
10057 16233	0.36734693877551
10057 16234	0.224489795918367
10057 16235	0.428571428571429
10057 16236	0.0816326530612245
10058 8781	0.510204081632653
10059 10408	0.428571428571429
10061 15524	0.142857142857143
10061 15528	0.0204081632653061
10061 15529	0.163265306122449
10061 15530	0.183673469387755
10061 15531	0.0816326530612245
10061 15532	0.0204081632653061
10061 15533	0.0408163265306122
10061 15534	0.653061224489796
10062 5012	0.285714285714286
10062 5013	0.204081632653061
10062 5014	0.26530612244898
10063 12675	0.346938775510204
10063 12676	0.285714285714286
10063 12677	0.36734693877551
10064 15970	0.122448979591837
10064 15971	0.387755102040816
10064 15972	0.306122448979592
10064 15973	0.224489795918367
10064 15974	0.0612244897959184
10065 4621	0.36734693877551
10065 4622	0.326530612244898
10065 4623	0.142857142857143
10065 4624	0.0816326530612245
